#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q9BXC9	uniprotkb:P68104	intact:EBI-748297|uniprotkb:Q96CM0|uniprotkb:Q96SN9	intact:EBI-352162|intact:EBI-8011754|intact:MINT-4903558|uniprotkb:Q6IQ15|intact:EBI-16423274|uniprotkb:P04719|uniprotkb:P04720|intact:EBI-2834776	psi-mi:bbs2_human(display_long)|uniprotkb:BBS2(gene name)|psi-mi:BBS2(display_short)	psi-mi:ef1a1_human(display_long)|uniprotkb:LENG7(gene name synonym)|uniprotkb:Eukaryotic elongation factor 1 A-1(gene name synonym)|uniprotkb:Elongation factor Tu(gene name synonym)|uniprotkb:Leukocyte receptor cluster member 7(gene name synonym)|uniprotkb:EEF1A1(gene name)|psi-mi:EEF1A1(display_short)|uniprotkb:EEF1A(gene name synonym)|uniprotkb:EF1A(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805961	intact-miscore:0.37
uniprotkb:Q9BXC9	uniprotkb:Q99814	intact:EBI-748297|uniprotkb:Q96CM0|uniprotkb:Q96SN9	intact:EBI-447470|uniprotkb:Q86VA2|uniprotkb:Q99630	psi-mi:bbs2_human(display_long)|uniprotkb:BBS2(gene name)|psi-mi:BBS2(display_short)	psi-mi:epas1_human(display_long)|uniprotkb:MOP2(gene name synonym)|uniprotkb:Member of PAS protein 2(gene name synonym)|uniprotkb:Basic-helix-loop-helix-PAS protein MOP2(gene name synonym)|uniprotkb:BHLHE73(gene name synonym)|uniprotkb:PASD2(gene name synonym)|uniprotkb:Hypoxia-inducible factor 2-alpha(gene name synonym)|uniprotkb:HIF-1-alpha-like factor(gene name synonym)|uniprotkb:PAS domain-containing protein 2(gene name synonym)|uniprotkb:Class E basic helix-loop-helix protein 73(gene name synonym)|uniprotkb:EPAS1(gene name)|psi-mi:EPAS1(display_short)|uniprotkb:HIF2A(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805966	intact-miscore:0.37
uniprotkb:Q9UPT5	uniprotkb:Q9BXC9	intact:EBI-720048|uniprotkb:Q96FF0|uniprotkb:Q9H8C3|uniprotkb:Q9H9X3|uniprotkb:Q9HA32|uniprotkb:Q8ND93|uniprotkb:Q8WV91|uniprotkb:B5MC69|uniprotkb:B8XXP2	intact:EBI-748297|uniprotkb:Q96CM0|uniprotkb:Q96SN9	psi-mi:exoc7_human(display_long)|uniprotkb:EXOC7(gene name)|psi-mi:EXOC7(display_short)|uniprotkb:EXO70(gene name synonym)|uniprotkb:KIAA1067(gene name synonym)|uniprotkb:Exocyst complex component Exo70(gene name synonym)	psi-mi:bbs2_human(display_long)|uniprotkb:BBS2(gene name)|psi-mi:BBS2(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805971	intact-miscore:0.46
uniprotkb:Q9Y613	uniprotkb:Q9BXC9	intact:EBI-348433|uniprotkb:Q59F76|uniprotkb:Q6Y1F2|uniprotkb:Q76MS8|uniprotkb:Q8N521	intact:EBI-748297|uniprotkb:Q96CM0|uniprotkb:Q96SN9	psi-mi:fhod1_human(display_long)|uniprotkb:FHOS1(gene name synonym)|uniprotkb:Formin homolog overexpressed in spleen 1(gene name synonym)|uniprotkb:Formin homology 2 domain-containing protein 1(gene name synonym)|uniprotkb:FHOD1(gene name)|psi-mi:FHOD1(display_short)|uniprotkb:FHOS(gene name synonym)	psi-mi:bbs2_human(display_long)|uniprotkb:BBS2(gene name)|psi-mi:BBS2(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805976	intact-miscore:0.37
uniprotkb:Q9BXC9	uniprotkb:O75955	intact:EBI-748297|uniprotkb:Q96CM0|uniprotkb:Q96SN9	intact:EBI-603643|uniprotkb:B4DVY7|uniprotkb:Q969J8|uniprotkb:Q9UHW1|uniprotkb:Q9UNV8	psi-mi:bbs2_human(display_long)|uniprotkb:BBS2(gene name)|psi-mi:BBS2(display_short)	psi-mi:flot1_human(display_long)|uniprotkb:FLOT1(gene name)|psi-mi:FLOT1(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805981	intact-miscore:0.44
uniprotkb:Q8IWL3	uniprotkb:Q9BXC9	intact:EBI-1805738|uniprotkb:Q9BWS7	intact:EBI-748297|uniprotkb:Q96CM0|uniprotkb:Q96SN9	psi-mi:hsc20_human(display_long)|uniprotkb:HSCB(gene name)|psi-mi:HSCB(display_short)|uniprotkb:DNAJC20(gene name synonym)|uniprotkb:HSC20(gene name synonym)|uniprotkb:DnaJ homolog subfamily C member 20(gene name synonym)	psi-mi:bbs2_human(display_long)|uniprotkb:BBS2(gene name)|psi-mi:BBS2(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805986	intact-miscore:0.37
uniprotkb:P05783	uniprotkb:Q9BXC9	intact:EBI-297888|uniprotkb:Q53G38|uniprotkb:Q5U0N8|uniprotkb:Q9BW26	intact:EBI-748297|uniprotkb:Q96CM0|uniprotkb:Q96SN9	psi-mi:k1c18_human(display_long)|uniprotkb:Keratin-18(gene name synonym)|uniprotkb:PIG46(orf name)|uniprotkb:Cytokeratin-18(gene name synonym)|uniprotkb:Cell proliferation-inducing gene 46 protein(gene name synonym)|uniprotkb:KRT18(gene name)|psi-mi:KRT18(display_short)|uniprotkb:CYK18(gene name synonym)	psi-mi:bbs2_human(display_long)|uniprotkb:BBS2(gene name)|psi-mi:BBS2(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805991	intact-miscore:0.44
uniprotkb:Q9BXC9	uniprotkb:Q02962	intact:EBI-748297|uniprotkb:Q96CM0|uniprotkb:Q96SN9	intact:EBI-1805765|uniprotkb:Q15105|uniprotkb:Q15110|uniprotkb:Q15837|uniprotkb:Q5SZP2|uniprotkb:Q5SZP3	psi-mi:bbs2_human(display_long)|uniprotkb:BBS2(gene name)|psi-mi:BBS2(display_short)	psi-mi:pax2_human(display_long)|uniprotkb:PAX2(gene name)|psi-mi:PAX2(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805996	intact-miscore:0.44
uniprotkb:Q03154	uniprotkb:Q8IWZ6	intact:EBI-742064|uniprotkb:C9J6I6|uniprotkb:C9J9D8|uniprotkb:C9JWD4	intact:EBI-1806001|uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4	psi-mi:acy1_human(display_long)|uniprotkb:ACY1(gene name)|psi-mi:ACY1(display_short)|uniprotkb:N-acyl-L-amino-acid amidohydrolase(gene name synonym)	psi-mi:bbs7_human(display_long)|uniprotkb:BBS7(gene name)|psi-mi:BBS7(display_short)|uniprotkb:BBS2L1(gene name synonym)|uniprotkb:BBS2-like protein 1(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1806026	intact-miscore:0.37
uniprotkb:P05062	uniprotkb:Q8IWZ6	intact:EBI-1045507|uniprotkb:Q5T7D6|uniprotkb:Q13741|uniprotkb:Q13742	intact:EBI-1806001|uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4	psi-mi:aldob_human(display_long)|uniprotkb:ALDOB(gene name)|psi-mi:ALDOB(display_short)|uniprotkb:ALDB(gene name synonym)|uniprotkb:Liver-type aldolase(gene name synonym)	psi-mi:bbs7_human(display_long)|uniprotkb:BBS7(gene name)|psi-mi:BBS7(display_short)|uniprotkb:BBS2L1(gene name synonym)|uniprotkb:BBS2-like protein 1(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1806031	intact-miscore:0.54
uniprotkb:Q9Y613	uniprotkb:Q8IWZ6	intact:EBI-348433|uniprotkb:Q59F76|uniprotkb:Q6Y1F2|uniprotkb:Q76MS8|uniprotkb:Q8N521	intact:EBI-1806001|uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4	psi-mi:fhod1_human(display_long)|uniprotkb:FHOS1(gene name synonym)|uniprotkb:Formin homolog overexpressed in spleen 1(gene name synonym)|uniprotkb:Formin homology 2 domain-containing protein 1(gene name synonym)|uniprotkb:FHOD1(gene name)|psi-mi:FHOD1(display_short)|uniprotkb:FHOS(gene name synonym)	psi-mi:bbs7_human(display_long)|uniprotkb:BBS7(gene name)|psi-mi:BBS7(display_short)|uniprotkb:BBS2L1(gene name synonym)|uniprotkb:BBS2-like protein 1(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1806042	intact-miscore:0.37
uniprotkb:O75955	uniprotkb:Q8IWZ6	intact:EBI-603643|uniprotkb:B4DVY7|uniprotkb:Q969J8|uniprotkb:Q9UHW1|uniprotkb:Q9UNV8	intact:EBI-1806001|uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4	psi-mi:flot1_human(display_long)|uniprotkb:FLOT1(gene name)|psi-mi:FLOT1(display_short)	psi-mi:bbs7_human(display_long)|uniprotkb:BBS7(gene name)|psi-mi:BBS7(display_short)|uniprotkb:BBS2L1(gene name synonym)|uniprotkb:BBS2-like protein 1(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1806047	intact-miscore:0.44
uniprotkb:Q8IWZ6	uniprotkb:P05783	intact:EBI-1806001|uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4	intact:EBI-297888|uniprotkb:Q53G38|uniprotkb:Q5U0N8|uniprotkb:Q9BW26	psi-mi:bbs7_human(display_long)|uniprotkb:BBS7(gene name)|psi-mi:BBS7(display_short)|uniprotkb:BBS2L1(gene name synonym)|uniprotkb:BBS2-like protein 1(gene name synonym)	psi-mi:k1c18_human(display_long)|uniprotkb:Keratin-18(gene name synonym)|uniprotkb:PIG46(orf name)|uniprotkb:Cytokeratin-18(gene name synonym)|uniprotkb:Cell proliferation-inducing gene 46 protein(gene name synonym)|uniprotkb:KRT18(gene name)|psi-mi:KRT18(display_short)|uniprotkb:CYK18(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1806052	intact-miscore:0.44
uniprotkb:Q02962	uniprotkb:Q8IWZ6	intact:EBI-1805765|uniprotkb:Q15105|uniprotkb:Q15110|uniprotkb:Q15837|uniprotkb:Q5SZP2|uniprotkb:Q5SZP3	intact:EBI-1806001|uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4	psi-mi:pax2_human(display_long)|uniprotkb:PAX2(gene name)|psi-mi:PAX2(display_short)	psi-mi:bbs7_human(display_long)|uniprotkb:BBS7(gene name)|psi-mi:BBS7(display_short)|uniprotkb:BBS2L1(gene name synonym)|uniprotkb:BBS2-like protein 1(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1806057	intact-miscore:0.44
uniprotkb:P68104	uniprotkb:Q8NFJ9	intact:EBI-352162|intact:EBI-8011754|intact:MINT-4903558|uniprotkb:Q6IQ15|intact:EBI-16423274|uniprotkb:P04719|uniprotkb:P04720|intact:EBI-2834776	intact:EBI-1805484|dip:DIP-46564N|uniprotkb:Q32MN0|uniprotkb:Q96SN4|uniprotkb:Q32MM9	psi-mi:ef1a1_human(display_long)|uniprotkb:LENG7(gene name synonym)|uniprotkb:Eukaryotic elongation factor 1 A-1(gene name synonym)|uniprotkb:Elongation factor Tu(gene name synonym)|uniprotkb:Leukocyte receptor cluster member 7(gene name synonym)|uniprotkb:EEF1A1(gene name)|psi-mi:EEF1A1(display_short)|uniprotkb:EEF1A(gene name synonym)|uniprotkb:EF1A(gene name synonym)	psi-mi:bbs1_human(display_long)|uniprotkb:BBS1(gene name)|psi-mi:BBS1(display_short)|uniprotkb:BBS2L2(gene name synonym)|uniprotkb:BBS2-like protein 2(gene name synonym)	psi-mi:"MI:0019"(coimmunoprecipitation)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1993526	intact-miscore:0.51
uniprotkb:Q99814	uniprotkb:Q96RK4	intact:EBI-447470|uniprotkb:Q86VA2|uniprotkb:Q99630	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	psi-mi:epas1_human(display_long)|uniprotkb:MOP2(gene name synonym)|uniprotkb:Member of PAS protein 2(gene name synonym)|uniprotkb:Basic-helix-loop-helix-PAS protein MOP2(gene name synonym)|uniprotkb:BHLHE73(gene name synonym)|uniprotkb:PASD2(gene name synonym)|uniprotkb:Hypoxia-inducible factor 2-alpha(gene name synonym)|uniprotkb:HIF-1-alpha-like factor(gene name synonym)|uniprotkb:PAS domain-containing protein 2(gene name synonym)|uniprotkb:Class E basic helix-loop-helix protein 73(gene name synonym)|uniprotkb:EPAS1(gene name)|psi-mi:EPAS1(display_short)|uniprotkb:HIF2A(gene name synonym)	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:"MI:0019"(coimmunoprecipitation)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1994837	intact-miscore:0.51
uniprotkb:Q8NFJ9	uniprotkb:P05062	intact:EBI-1805484|dip:DIP-46564N|uniprotkb:Q32MN0|uniprotkb:Q96SN4|uniprotkb:Q32MM9	intact:EBI-1045507|uniprotkb:Q5T7D6|uniprotkb:Q13741|uniprotkb:Q13742	psi-mi:bbs1_human(display_long)|uniprotkb:BBS1(gene name)|psi-mi:BBS1(display_short)|uniprotkb:BBS2L2(gene name synonym)|uniprotkb:BBS2-like protein 2(gene name synonym)	psi-mi:aldob_human(display_long)|uniprotkb:ALDOB(gene name)|psi-mi:ALDOB(display_short)|uniprotkb:ALDB(gene name synonym)|uniprotkb:Liver-type aldolase(gene name synonym)	psi-mi:"MI:0019"(coimmunoprecipitation)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1994902	intact-miscore:0.54
uniprotkb:Q96RK4	uniprotkb:P05062	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	intact:EBI-1045507|uniprotkb:Q5T7D6|uniprotkb:Q13741|uniprotkb:Q13742	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:aldob_human(display_long)|uniprotkb:ALDOB(gene name)|psi-mi:ALDOB(display_short)|uniprotkb:ALDB(gene name synonym)|uniprotkb:Liver-type aldolase(gene name synonym)	psi-mi:"MI:0019"(coimmunoprecipitation)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1995150	intact-miscore:0.54
uniprotkb:Q9BXC9	uniprotkb:P05062	intact:EBI-748297|uniprotkb:Q96CM0|uniprotkb:Q96SN9	intact:EBI-1045507|uniprotkb:Q5T7D6|uniprotkb:Q13741|uniprotkb:Q13742	psi-mi:bbs2_human(display_long)|uniprotkb:BBS2(gene name)|psi-mi:BBS2(display_short)	psi-mi:aldob_human(display_long)|uniprotkb:ALDOB(gene name)|psi-mi:ALDOB(display_short)|uniprotkb:ALDB(gene name synonym)|uniprotkb:Liver-type aldolase(gene name synonym)	psi-mi:"MI:0019"(coimmunoprecipitation)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1995173	intact-miscore:0.54
uniprotkb:Q8IWZ6	uniprotkb:P05062	intact:EBI-1806001|uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4	intact:EBI-1045507|uniprotkb:Q5T7D6|uniprotkb:Q13741|uniprotkb:Q13742	psi-mi:bbs7_human(display_long)|uniprotkb:BBS7(gene name)|psi-mi:BBS7(display_short)|uniprotkb:BBS2L1(gene name synonym)|uniprotkb:BBS2-like protein 1(gene name synonym)	psi-mi:aldob_human(display_long)|uniprotkb:ALDOB(gene name)|psi-mi:ALDOB(display_short)|uniprotkb:ALDB(gene name synonym)|uniprotkb:Liver-type aldolase(gene name synonym)	psi-mi:"MI:0019"(coimmunoprecipitation)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1995239	intact-miscore:0.54
uniprotkb:P05062	uniprotkb:Q8NFJ9	intact:EBI-1045507|uniprotkb:Q5T7D6|uniprotkb:Q13741|uniprotkb:Q13742	intact:EBI-1805484|dip:DIP-46564N|uniprotkb:Q32MN0|uniprotkb:Q96SN4|uniprotkb:Q32MM9	psi-mi:aldob_human(display_long)|uniprotkb:ALDOB(gene name)|psi-mi:ALDOB(display_short)|uniprotkb:ALDB(gene name synonym)|uniprotkb:Liver-type aldolase(gene name synonym)	psi-mi:bbs1_human(display_long)|uniprotkb:BBS1(gene name)|psi-mi:BBS1(display_short)|uniprotkb:BBS2L2(gene name synonym)|uniprotkb:BBS2-like protein 2(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1995275	intact-miscore:0.54
uniprotkb:Q9BXC9	uniprotkb:P05062	intact:EBI-748297|uniprotkb:Q96CM0|uniprotkb:Q96SN9	intact:EBI-1045507|uniprotkb:Q5T7D6|uniprotkb:Q13741|uniprotkb:Q13742	psi-mi:bbs2_human(display_long)|uniprotkb:BBS2(gene name)|psi-mi:BBS2(display_short)	psi-mi:aldob_human(display_long)|uniprotkb:ALDOB(gene name)|psi-mi:ALDOB(display_short)|uniprotkb:ALDB(gene name synonym)|uniprotkb:Liver-type aldolase(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1995284	intact-miscore:0.54
uniprotkb:Q96RK4	uniprotkb:P05062	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	intact:EBI-1045507|uniprotkb:Q5T7D6|uniprotkb:Q13741|uniprotkb:Q13742	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:aldob_human(display_long)|uniprotkb:ALDOB(gene name)|psi-mi:ALDOB(display_short)|uniprotkb:ALDB(gene name synonym)|uniprotkb:Liver-type aldolase(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1995289	intact-miscore:0.54
uniprotkb:Q8IWZ6	uniprotkb:P05062	intact:EBI-1806001|uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4	intact:EBI-1045507|uniprotkb:Q5T7D6|uniprotkb:Q13741|uniprotkb:Q13742	psi-mi:bbs7_human(display_long)|uniprotkb:BBS7(gene name)|psi-mi:BBS7(display_short)|uniprotkb:BBS2L1(gene name synonym)|uniprotkb:BBS2-like protein 1(gene name synonym)	psi-mi:aldob_human(display_long)|uniprotkb:ALDOB(gene name)|psi-mi:ALDOB(display_short)|uniprotkb:ALDB(gene name synonym)|uniprotkb:Liver-type aldolase(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1995298	intact-miscore:0.54
uniprotkb:Q8NFJ9	uniprotkb:Q9UPT5	intact:EBI-1805484|dip:DIP-46564N|uniprotkb:Q32MN0|uniprotkb:Q96SN4|uniprotkb:Q32MM9	intact:EBI-720048|uniprotkb:Q96FF0|uniprotkb:Q9H8C3|uniprotkb:Q9H9X3|uniprotkb:Q9HA32|uniprotkb:Q8ND93|uniprotkb:Q8WV91|uniprotkb:B5MC69|uniprotkb:B8XXP2	psi-mi:bbs1_human(display_long)|uniprotkb:BBS1(gene name)|psi-mi:BBS1(display_short)|uniprotkb:BBS2L2(gene name synonym)|uniprotkb:BBS2-like protein 2(gene name synonym)	psi-mi:exoc7_human(display_long)|uniprotkb:EXOC7(gene name)|psi-mi:EXOC7(display_short)|uniprotkb:EXO70(gene name synonym)|uniprotkb:KIAA1067(gene name synonym)|uniprotkb:Exocyst complex component Exo70(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1995386	intact-miscore:0.44
uniprotkb:Q9UPT5	uniprotkb:Q9BXC9	intact:EBI-720048|uniprotkb:Q96FF0|uniprotkb:Q9H8C3|uniprotkb:Q9H9X3|uniprotkb:Q9HA32|uniprotkb:Q8ND93|uniprotkb:Q8WV91|uniprotkb:B5MC69|uniprotkb:B8XXP2	intact:EBI-748297|uniprotkb:Q96CM0|uniprotkb:Q96SN9	psi-mi:exoc7_human(display_long)|uniprotkb:EXOC7(gene name)|psi-mi:EXOC7(display_short)|uniprotkb:EXO70(gene name synonym)|uniprotkb:KIAA1067(gene name synonym)|uniprotkb:Exocyst complex component Exo70(gene name synonym)	psi-mi:bbs2_human(display_long)|uniprotkb:BBS2(gene name)|psi-mi:BBS2(display_short)	psi-mi:"MI:0663"(confocal microscopy)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1995411	intact-miscore:0.46
uniprotkb:Q9UPT5	uniprotkb:Q96RK4	intact:EBI-720048|uniprotkb:Q96FF0|uniprotkb:Q9H8C3|uniprotkb:Q9H9X3|uniprotkb:Q9HA32|uniprotkb:Q8ND93|uniprotkb:Q8WV91|uniprotkb:B5MC69|uniprotkb:B8XXP2	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	psi-mi:exoc7_human(display_long)|uniprotkb:EXOC7(gene name)|psi-mi:EXOC7(display_short)|uniprotkb:EXO70(gene name synonym)|uniprotkb:KIAA1067(gene name synonym)|uniprotkb:Exocyst complex component Exo70(gene name synonym)	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:"MI:0663"(confocal microscopy)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1995420	intact-miscore:0.44
